id,title,description,poster_pre_url,poster_url,backdrop_url,rate
108,Забытые,"Подростки Педро и Жаибо живут в самом ужасном, пораженном бесчисленными болезнями трущобном районе Мехико. Жаибо постарше, он уже определил для себя жизненные ценности, и его эгоистичная, злобная натура позволяет ему пользоваться теми, кому меньше повезло в жизни.

Сбежав из тюрьмы, он сразу же берет на себя контроль над бандой пацанов, болтающихся на улицах. Под его руководством они совершают бессмысленные акты насилия — не ради денег, а ради удовольствия видеть, как страдают слабые. Более всего хочет брать пример с Жаибо и угодить ему Педро — внешне еще ребенок, в чьих невинных глазах пока еще можно увидеть искру добра, чего не заметишь у других.",https://image.openmoviedb.com/kinopoisk-images/1704946/97e722b7-9b8c-404c-a520-07428a184d0c/x1000,https://image.openmoviedb.com/kinopoisk-images/1704946/97e722b7-9b8c-404c-a520-07428a184d0c/orig,"",7.956999778747559
109,Робокоп,"После гибели одного из лучших полицейских врачи-экспериментаторы создают из него неуязвимого киборга Робокопа, который в одиночку борется с бандой преступников. Однако прочная броня не спасает Робокопа от мучительных, обрывочных воспоминаний о прошлом: он постоянно видит кошмарные сны, в которых погибает от рук жестоких преступников. Теперь он не только ждёт правосудия,… но и жаждет мести!",https://image.openmoviedb.com/kinopoisk-images/6201401/d8bb12df-58a9-41f3-a5a9-d7ee1bf4e34d/x1000,https://image.openmoviedb.com/kinopoisk-images/6201401/d8bb12df-58a9-41f3-a5a9-d7ee1bf4e34d/orig,https://image.openmoviedb.com/kinopoisk-ott-images/374297/2a0000017e7c1453465821bef9b2483e3402/orig,7.625499725341797
114,Нефть,"Начало XX века. Предприниматель Дэниэл Плэйнвью ищет золото и серебро, а находит нефть. За несколько лет он становится преуспевающим нефтяником, разработавшим уже несколько скважин. Однажды он узнает про новое месторождение. Уцепившись за этот шанс разбогатеть, Дэниэл делает всё, чтобы добиться своего.",https://image.openmoviedb.com/kinopoisk-images/1773646/7b79e1d9-c5e1-4386-a5a6-3f84d9bfb891/x1000,https://image.openmoviedb.com/kinopoisk-images/1773646/7b79e1d9-c5e1-4386-a5a6-3f84d9bfb891/orig,https://image.openmoviedb.com/kinopoisk-ott-images/223007/2a0000016224ec70a25e6a737ea0c174c6b7/orig,8.021499633789062
115,Иди и смотри,"1943 год, Великая Отечественная война. Подросток Флёра, откопав карабин среди обрывков колючей проволоки, ржавых пулемётных лент и простреленных касок, отправляется в лес к партизанам.",https://image.openmoviedb.com/kinopoisk-images/1946459/df3bcf7f-ca39-45d1-991e-5b8727fe5c1d/x1000,https://image.openmoviedb.com/kinopoisk-images/1946459/df3bcf7f-ca39-45d1-991e-5b8727fe5c1d/orig,https://image.openmoviedb.com/kinopoisk-ott-images/1531675/2a00000171cf8dd9ae0521a0c352dd8d43a8/orig,8.295000076293945
116,"Приключения Присциллы, королевы пустыни","История о незадачливой компании трех трансвеститов, которые отправляются в долгое и невероятное путешествие по австралийской пустыне в городок Алис-Спрингс, где они должны провести свое музыкальное шоу.",https://image.openmoviedb.com/kinopoisk-images/1599028/e6b7216c-28be-4f0d-b16e-4106682f3e2b/x1000,https://image.openmoviedb.com/kinopoisk-images/1599028/e6b7216c-28be-4f0d-b16e-4106682f3e2b/orig,"",7.411499977111816
117,Последний киносеанс,"1950-е годы. Маленький городок в Техасе. Дуэйн Джексон и Сонни Кроуфорд — звезды местной школьной футбольной команды. Дуэйн — агрессивен, а Сонни — тих и чувствителен. Они — лучшие друзья. 

В городке проживает умственно отсталый мальчик Билли, над ним жестоко издеваются и подшучивают завсегдатаи местного кинотеатра. Сонни вступается за Билли и становится его защитником. А потом — другом и любовником Рут Поппер, страдающей от одиночества жены школьного тренера баскетбольной команды. Сонни и Дуэйн едут ненадолго в Мексику, где устраивают бурные гулянки, а по возвращении их ждёт печальная новость.",https://image.openmoviedb.com/kinopoisk-images/1773646/e2396d36-c03f-4fc2-b1a2-b856471d7470/x1000,https://image.openmoviedb.com/kinopoisk-images/1773646/e2396d36-c03f-4fc2-b1a2-b856471d7470/orig,"",7.973999977111816
118,Уолл-стрит,"Бад Фокс, молодой и предельно амбициозный брокер, живет в сердце мира, где у всего, что угодно, есть своя цена, все можно купить и продать. Он твердо намерен достичь вершин, стать лучшим. Стремясь получить поддержку, он добивается знакомства со старым хищником Гордоном Гекко, и тот открывает ему тайны мастерства - нужно забыть обо всем, кроме главного закона: «Жадность - это хорошо!»",https://image.openmoviedb.com/kinopoisk-images/4774061/ef99bc5a-ccc3-49dc-8e76-1912903367f1/x1000,https://image.openmoviedb.com/kinopoisk-images/4774061/ef99bc5a-ccc3-49dc-8e76-1912903367f1/orig,https://image.openmoviedb.com/kinopoisk-ott-images/1531675/2a0000017d29f7269c7d3c6177bcb45ddde7/orig,7.458499908447266
119,Пристани Нью-Йорка,"Неповоротливый кочегар Билл спасает тонущую Мэй. Они оказываются в шумном салуне и в спешке обещают друг другу жениться. При этом они почти не осознают, что блефуют, обманывают друг друга и себя...",https://image.openmoviedb.com/kinopoisk-images/1600647/c246d593-8d74-4111-a377-b5631b832621/x1000,https://image.openmoviedb.com/kinopoisk-images/1600647/c246d593-8d74-4111-a377-b5631b832621/orig,"",7.209000110626221
120,Сияние,"Джек Торренс с женой и сыном приезжает в элегантный отдалённый отель, чтобы работать смотрителем во время мертвого сезона. Торренс здесь раньше никогда не бывал. Или это не совсем так? Ответ лежит во мраке, сотканном из преступного кошмара.",https://image.openmoviedb.com/kinopoisk-images/6201401/49ba5c05-249b-4387-8418-833aa54bb376/x1000,https://image.openmoviedb.com/kinopoisk-images/6201401/49ba5c05-249b-4387-8418-833aa54bb376/orig,https://image.openmoviedb.com/kinopoisk-ott-images/374297/2a000001670d602655ccca469b13732be517/orig,8.090999603271484
121,М убийца,"Маньяк наводит ужас на жителей Города. Маленькие девочки не успевают домой к обеду и не возвращаются вовсе. Полиция сбилась с ног в поисках преступника, однако все усилия тщетны. Обеспокоенный активностью полицейских преступный мир Города сам объявляет охоту на маньяка.",https://image.openmoviedb.com/kinopoisk-images/1777765/f08b3023-27e2-46b3-8f7b-e44167f10c60/x1000,https://image.openmoviedb.com/kinopoisk-images/1777765/f08b3023-27e2-46b3-8f7b-e44167f10c60/orig,https://image.openmoviedb.com/kinopoisk-ott-images/224348/2a0000017716288f68b1a4e0119617a5581c/orig,8.104000091552734
122,Убить пересмешника,"Юрист из Алабамы в одиночку воспитывает двоих детей. В обстановке экономической депрессии, преисполненной фанатизма и ненависти он должен защищать в суде афроамериканца, ложно обвиненного в изнасиловании.",https://image.openmoviedb.com/kinopoisk-images/4774061/46b80991-7b6f-484b-b6dd-8cd2cd6ccbe9/x1000,https://image.openmoviedb.com/kinopoisk-images/4774061/46b80991-7b6f-484b-b6dd-8cd2cd6ccbe9/orig,https://image.openmoviedb.com/kinopoisk-ott-images/239697/2a000001612cdc75c31208cac7bc8d686995/orig,8.157500267028809
123,Делай как надо,"В Нью-Йорке стоит невыносимая жара. Плавится асфальт, автомобили раскалились до температуры доменных печей, а изможденные люди, обливаясь потом, мечтают провести остаток дня под струями холодного душа... Одновременно с тем, как столбик термометра безжалостно ползет вверх, кровь жителей Бруклина постепенно начинает вскипать.

Обычно хорошо спрятанные нетерпимость, агрессия и жестокость неудержимо просятся наружу, и «поступать правильно» уже никак не получается. А посему милая, старая, уютная итальянская пиццерия «У Сэла» превращается к исходу дня в настоящее поле боя.",https://image.openmoviedb.com/kinopoisk-images/1900788/829f41a7-569a-4085-8c8e-c5a36fd0409d/x1000,https://image.openmoviedb.com/kinopoisk-images/1900788/829f41a7-569a-4085-8c8e-c5a36fd0409d/orig,"",7.576499938964844
124,Корова,"Вся деревня знает, что Машти Хассан любит свою корову до смерти. Однажды он отправляется в Тегеран, а его корова умирает. Зная какие отношения у Хассана с коровой, по его возвращении односельчане говорят ему, что корова убежала.",https://image.openmoviedb.com/kinopoisk-images/1773646/54e70655-1c9d-43cf-b673-82734a960c1e/x1000,https://image.openmoviedb.com/kinopoisk-images/1773646/54e70655-1c9d-43cf-b673-82734a960c1e/orig,"",7.394499778747559
125,Французский связной,"Нью-йоркские полицейские Джимми Дойл по прозвищу Попай и Бадди Руссо по кличке Хмурый пытаются выследить банду преступников, занимающихся контрабандой наркотиков из Франции.",https://image.openmoviedb.com/kinopoisk-images/1599028/666bc89d-29c5-42f6-a02c-18dbe1ae205e/x1000,https://image.openmoviedb.com/kinopoisk-images/1599028/666bc89d-29c5-42f6-a02c-18dbe1ae205e/orig,https://image.openmoviedb.com/kinopoisk-ott-images/1534341/2a0000017b93d20f70a778ce068e826ec4c1/orig,7.626999855041504
126,Трамвай «Желание»,"Бланш Дюбуа приезжает в Новый Орлеан к беременной сестре Стелле, живущей с мужем Стэнли в местных трущобах. Бланш сообщает сестре, что разорена, ушла с работы и жить ей негде и не на что. Стэнли, воплощение естественности и грубости, сразу невзлюбил её за пристрастие к алкоголю и неуместное кокетство. Вскоре у Бланш появляется поклонник и призрачная надежда на замужество, но Стэнли расстраивает их помолвку.",https://image.openmoviedb.com/kinopoisk-images/1773646/1b1666b7-b135-4ca5-914e-2d05bdc74c38/x1000,https://image.openmoviedb.com/kinopoisk-images/1773646/1b1666b7-b135-4ca5-914e-2d05bdc74c38/orig,https://image.openmoviedb.com/kinopoisk-ott-images/239697/2a00000167593e1a8ad6a1e4bea224fdff0e/orig,7.926000118255615
127,Придурок,"Узнав, что он приемный сын, Нэйвин бросает своих названых чернокожих родителей и отправляется за смыслом жизни в Сент-Луис. Поначалу большой город не принимает новичка, и Нэйвину упорно приходится доказывать, что он чего-то стоит. 

Долго мучиться не приходится, как говорится - дуракам везет, и на провинциального паренька нежданно-негаданно, оптом, сваливаются и богатство, и известность, и слава. Только вот, что делать со всем этим внезапным счастьем, придется поломать голову...",https://image.openmoviedb.com/kinopoisk-images/1773646/32115765-2695-485c-bf39-fd4794fa34ef/x1000,https://image.openmoviedb.com/kinopoisk-images/1773646/32115765-2695-485c-bf39-fd4794fa34ef/orig,"",6.852499961853027
128,Мясник,"Французская провинция. На фоне вестей о жестоких убийствах в соседних селениях разворачивается драматическая история взаимоотношений школьной учительницы и бывшего военного, подозреваемого в преступлениях.",https://image.openmoviedb.com/kinopoisk-images/1600647/f71d627c-9d05-4a06-ab59-be85310db0da/x1000,https://image.openmoviedb.com/kinopoisk-images/1600647/f71d627c-9d05-4a06-ab59-be85310db0da/orig,"",7.277000427246094
129,Кес,"История 12-летнего тинэйджера Билли Каспера, у которого нет друзей, над которым в школе издеваются сверстники и учителя. Он находит утешение, только когда обнаруживает сокола и решает заняться воспитанием ловчих птиц.",https://image.openmoviedb.com/kinopoisk-images/1599028/ba02ddd1-dcd3-479f-bb67-4b03aa29870c/x1000,https://image.openmoviedb.com/kinopoisk-images/1599028/ba02ddd1-dcd3-479f-bb67-4b03aa29870c/orig,"",7.935500144958496
130,И подбежали они,"Литератор-неудачник возвращается с войны в родной городок, из которого бежал в юности. Единственные, кто понимают его, - никогда не снимающий широкополую шляпу записной игрок и гулящая девчонка из Чикаго.",https://image.openmoviedb.com/kinopoisk-images/1704946/ee8bf4be-ffbf-46e3-84db-1e120e0e444e/x1000,https://image.openmoviedb.com/kinopoisk-images/1704946/ee8bf4be-ffbf-46e3-84db-1e120e0e444e/orig,"",7.094499588012695
131,Голова-ластик,"Генри, живущий в задымлённом промышленном городке, вынужден жениться на забеременевшей от него подруге. Перед ними встаёт проблема с выхаживанием ребёнка-мутанта, совсем непохожего на человека.",https://image.openmoviedb.com/kinopoisk-images/10671298/fca11741-fe76-49be-b34c-b9175ee5274f/x1000,https://image.openmoviedb.com/kinopoisk-images/10671298/fca11741-fe76-49be-b34c-b9175ee5274f/orig,https://image.openmoviedb.com/kinopoisk-ott-images/236744/2a000001616b86be11c05f57b71530ef364b/orig,7.303999900817871
132,Темный рыцарь,"Бэтмен поднимает ставки в войне с криминалом. С помощью лейтенанта Джима Гордона и прокурора Харви Дента он намерен очистить улицы Готэма от преступности. Сотрудничество оказывается эффективным, но скоро они обнаружат себя посреди хаоса, развязанного восходящим криминальным гением, известным напуганным горожанам под именем Джокер.",https://image.openmoviedb.com/kinopoisk-images/1599028/0fa5bf50-d5ad-446f-a599-b26d070c8b99/x1000,https://image.openmoviedb.com/kinopoisk-images/1599028/0fa5bf50-d5ad-446f-a599-b26d070c8b99/orig,https://image.openmoviedb.com/kinopoisk-ott-images/374297/2a000001670d5f5d21a5ed5475c6a524aa8a/orig,8.764999389648438
133,Виридиана,"Дядя Виридианы, обеспечивший своей племяннице обучение, очень хочет видеть её в своём замке до того, как она пострижётся в монахини. На самом деле дядя давно влюблён в свою племянницу. Эта страсть так потрясает Виридиану, что она принимает решение не возвращаться в монастырь.",https://image.openmoviedb.com/kinopoisk-images/6201401/e3bbe9f8-fb2e-4e16-b9c8-2a1cababc7ba/x1000,https://image.openmoviedb.com/kinopoisk-images/6201401/e3bbe9f8-fb2e-4e16-b9c8-2a1cababc7ba/orig,"",7.947000026702881
134,Длина волны,"В «Длине волны» большую часть времени ничего не происходит, просто проходит минута за минутой, пока в режиме реального времени неуловимый в каждую секунду и непрекращающийся ни на мгновение зум камеры не сужает видимое пространство почти пустой комнаты с четырьмя окнами до одного простенка и продолжает погружение в бесконечность.",https://image.openmoviedb.com/kinopoisk-images/1599028/b384a7a3-6881-4806-8e98-962dcd1c7a24/x1000,https://image.openmoviedb.com/kinopoisk-images/1599028/b384a7a3-6881-4806-8e98-962dcd1c7a24/orig,"",5.576000213623047
135,Моя блестящая карьера,"Действие начинается в 1897 в австралийской глубинке. Тяжелый фермерский труд, на однообразие которого не жалуется никто, кроме Сибиллы Мелвин. Эта юная леди, с презрением занимающаяся доением коров и мечтающая о славе пианистки, твердо настроена сделать блестящую карьеру, о чем и пишет в своем девичьем дневнике. Мать говорит дочери, что не может более содержать столь взрослую девушку и предлагает ей пойти в... служанки! Но приходит спасительное письмо от бабушки с приглашением переехать к ней. По линии бабушки и бурлит в жилах Сибиллы тяга к прекрасному.",https://image.openmoviedb.com/kinopoisk-images/1704946/ac1f1c7d-fa65-4b4f-a843-46a343045598/x1000,https://image.openmoviedb.com/kinopoisk-images/1704946/ac1f1c7d-fa65-4b4f-a843-46a343045598/orig,"",6.894999980926514
136,Сказка ветра,"В 90 лет Йорис Ивенс, воплощая свою детскую мечту, отправляется в Китай за невидимым ветром. Но стихия, кажется, обходит стороной съемочную группу.",https://image.openmoviedb.com/kinopoisk-images/1629390/e14c66e2-4de1-479e-92bd-c3f7b7a40e5b/x1000,https://image.openmoviedb.com/kinopoisk-images/1629390/e14c66e2-4de1-479e-92bd-c3f7b7a40e5b/orig,"",6.482500076293945
137,Клют,"После загадочного исчезновения Тома Грюнемана его близкий друг, частный детектив Джон Клют, начинает собственное расследование. Главной уликой в деле становятся показания «девушки по вызову» Бри Дэниел. У Бри есть правило: «Запреты созданы для того, чтобы нарушать их». По этому же принципу действует и один из ее клиентов. Расследуя дело, Джон Клют понимает, что за обычным случаем из полицейских отчетов скрывается нечто не совсем обычное...",https://image.openmoviedb.com/kinopoisk-images/1704946/1cb77bab-711b-45e2-9a80-c5be129cfb7d/x1000,https://image.openmoviedb.com/kinopoisk-images/1704946/1cb77bab-711b-45e2-9a80-c5be129cfb7d/orig,"",6.974999904632568
138,Турецкие наслаждения,"Ничто не предвещало того, что встреча Эрика и Ольги продлится дольше нескольких часов. Эротическое приключение на заднем сидении автомобиля становится началом безграничной роковой любви, натуралистичные проявления которой лицемерно отвергаются общественной моралью.",https://image.openmoviedb.com/kinopoisk-images/1777765/d720807e-5e10-4254-b743-622960efd4fa/x1000,https://image.openmoviedb.com/kinopoisk-images/1777765/d720807e-5e10-4254-b743-622960efd4fa/orig,"",7.274999618530273
139,Ночь Святого Лаврентия,"Август 1944 года. Войска союзников продвигаются по Италии. Немцы, отступая, уничтожают всё и вся. В городке Сан-Мартино они заминировали почти все дома, а жителей заставили собраться в соборе. Часть горожан, предчувствуя, что и стены храма их не спасут, решают отправиться навстречу американцам. Женщины, старики, дети бегут из города, который через несколько часов будет разрушен до основания. Но по дороге их настигает отряд местных фашистов…",https://image.openmoviedb.com/kinopoisk-images/1704946/e8f9d67e-700f-452c-bbf6-477319e80ad5/x1000,https://image.openmoviedb.com/kinopoisk-images/1704946/e8f9d67e-700f-452c-bbf6-477319e80ad5/orig,"",7.201000213623047
140,Ваджда,"История десятилетней девочки из Саудовской Аравии, которая мечтает о зеленом велосипеде и преодолевает социальные запреты и табу, чтобы получить его.",https://image.openmoviedb.com/kinopoisk-images/1704946/8cd53671-0ad7-4483-bd6b-e3c2736f00fd/x1000,https://image.openmoviedb.com/kinopoisk-images/1704946/8cd53671-0ad7-4483-bd6b-e3c2736f00fd/orig,"",7.552499771118164
141,Золотоискатели 1933 года,"Барни Хопкинс готовит новое шоу на Бродвее, но за день до представления его закрывают, а реквизит и костюмы конфискуют из-за неоплаченных счетов. На дворе Великая депрессия, и весь коллектив, оказавшись на улице, вынужден голодать. Нет возможности устроиться на работу и трем подружкам — Кэрол, Трикси и Поли. Они уже готовы опустить руки, но внезапно узнают, что Хопкинс готовит новую пьесу.",https://image.openmoviedb.com/kinopoisk-images/6201401/071674a9-a087-4278-80e9-ef3845d3307e/x1000,https://image.openmoviedb.com/kinopoisk-images/6201401/071674a9-a087-4278-80e9-ef3845d3307e/orig,"",7.235499858856201
142,Глупые жены,"Действие происходит в Монте-Карло. Главный герой — белоэмигрант, авантюрист, выдающий себя за графа Карамзина, с двумя подругами, якобы княгинями, коих он выдаёт за своих кузин, живёт на роскошной вилле и изыскивает различные способы добывания денег: играет в казино, пользуясь положением в обществе, сбывает фальшивые ассигнации; сочетая приятное с полезным, соблазняет богатых женщин и теми или иными способами вымогает у них деньги или драгоценности. Кроме «кузин», у Карамзина есть служанка, на которой он уже много лет обещает жениться.",https://image.openmoviedb.com/kinopoisk-images/1900788/ed390399-6a82-4550-98d0-58c91bc9e793/x1000,https://image.openmoviedb.com/kinopoisk-images/1900788/ed390399-6a82-4550-98d0-58c91bc9e793/orig,"",6.944000244140625
143,Лора,"Полицейскому Марку Макферсону поручают расследование убийства красавицы Лоры Хант. В подозреваемых недостатка нет, и у каждого имеется свой мотив избавиться от Лоры.",https://image.openmoviedb.com/kinopoisk-images/1900788/b401369e-46b6-494c-97d2-6a0b2b6ef78e/x1000,https://image.openmoviedb.com/kinopoisk-images/1900788/b401369e-46b6-494c-97d2-6a0b2b6ef78e/orig,"",7.644000053405762
144,Солярис,"На космическую станцию, сотрудники которой давно и тщетно пытаются сладить с загадкой планеты Солярис, полностью покрытой Океаном, прибывает новый учёный, психолог Крис Кельвин. Его задача - разобраться в странных сообщениях, поступающих со станции и закрыть её вместе со всей бесплодной «соляристикой». Поначалу ему кажется, что немногие уцелевшие на станции ученые сошли с ума, а потом он и сам становится жертвой жуткого наваждения: ему является его жена Хари, некоторое время назад покончившая с собой.",https://image.openmoviedb.com/kinopoisk-images/4303601/24c75e78-6caf-444c-a4b4-c5b289f139a0/x1000,https://image.openmoviedb.com/kinopoisk-images/4303601/24c75e78-6caf-444c-a4b4-c5b289f139a0/orig,https://image.openmoviedb.com/kinopoisk-ott-images/2439731/2a000001792427a35b7a61d03282b0e5f672/orig,7.947999954223633
145,Печаль и жалость,"Первая часть фильма носит название «Коллапс» и представляет собой длинное интервью с Пьером Мендес-Франс. Этот человек был брошен в тюрьму правительством Виши по обвинению в дезертирстве, бежал оттуда, чтобы присоединиться к армии Шарля Де Голля в Англии, а после стал премьер-министром свободной Франции. Вторая часть, «Выбор», посвящена Кристиан да ля Мациери, которого можно назвать антиподом Мендес-Франса. В отличие от Мендес-Франса, активно боровшегося против фашизма, де ла Мациери, аристократ, разделявший фашистские идеи, стал одним из 7 тысяч французов, отправившихся на восточный фронт воевать за Германию.",https://image.openmoviedb.com/kinopoisk-images/1777765/aca7485c-afe9-46cf-a98d-dbf7492f8e20/x1000,https://image.openmoviedb.com/kinopoisk-images/1777765/aca7485c-afe9-46cf-a98d-dbf7492f8e20/orig,"",7.458000183105469
146,Бонни и Клайд,"Молодые и отчаянные любовники Бонни и Клайд легко и изящно грабят банки в 1930-е. Но их романтизм и «робингудство» довольно быстро перерастают в лужи и реки крови, в хаос и смерть.",https://image.openmoviedb.com/kinopoisk-images/1599028/270cdbf7-4ff7-4b1f-bca0-69950222668f/x1000,https://image.openmoviedb.com/kinopoisk-images/1599028/270cdbf7-4ff7-4b1f-bca0-69950222668f/orig,https://image.openmoviedb.com/kinopoisk-ott-images/374297/2a00000168a484cfad1af755e26eefa3a4ce/orig,7.698999881744385
147,Беспечные времена в «Риджмонт Хай»,"Веселый, юмористический рассказ о группе подростков, обучающихся в школе Риджмонт Хай в Южной Калифорнии. Они вечно торчат в торговом центре, и на уме у них только секс. Они борются со взрослыми за независимость, мечтают преуспеть, пытаются решать проблемы «переходного возраста».",https://image.openmoviedb.com/kinopoisk-images/1599028/7f11749c-77f7-4882-be46-f2d2247e89e0/x1000,https://image.openmoviedb.com/kinopoisk-images/1599028/7f11749c-77f7-4882-be46-f2d2247e89e0/orig,"",6.875
148,Из Африки,"Начало века... Карен Бликсен отправляется в путешествие в Кению, где ее супруг-предприниматель выращивает кофе. Здесь, в самом сердце Африки, волею судеб Карен будет суждено встретить свою подлинную и единственную любовь.",https://image.openmoviedb.com/kinopoisk-images/1599028/970fd0f0-586f-4944-8925-167d126d9083/x1000,https://image.openmoviedb.com/kinopoisk-images/1599028/970fd0f0-586f-4944-8925-167d126d9083/orig,https://image.openmoviedb.com/kinopoisk-ott-images/224348/2a0000016224d02661b5f30ad760d02dfdec/orig,7.3470001220703125
149,Бойцовский клуб,"Сотрудник страховой компании страдает хронической бессонницей и отчаянно пытается вырваться из мучительно скучной жизни. Однажды в очередной командировке он встречает некоего Тайлера Дёрдена — харизматического торговца мылом с извращенной философией. Тайлер уверен, что самосовершенствование — удел слабых, а единственное, ради чего стоит жить, — саморазрушение.

Проходит немного времени, и вот уже новые друзья лупят друг друга почем зря на стоянке перед баром, и очищающий мордобой доставляет им высшее блаженство. Приобщая других мужчин к простым радостям физической жестокости, они основывают тайный Бойцовский клуб, который начинает пользоваться невероятной популярностью.",https://image.openmoviedb.com/kinopoisk-images/4716873/85b585ea-410f-4d1c-aaa5-8d242756c2a4/x1000,https://image.openmoviedb.com/kinopoisk-images/4716873/85b585ea-410f-4d1c-aaa5-8d242756c2a4/orig,https://image.openmoviedb.com/kinopoisk-ott-images/1534341/2a00000187eb2008488548c47201a517c08b/orig,8.736499786376953
150,Бирманская арфа,"В конце Второй мировой войны отряд японской императорской армии в Бирме сдается британским войскам. В дни испытаний и позора солдаты находят спасение в хоровом пении. Рядовой, которого все считают погибшим, скрывается под одеянием буддийского монаха...",https://image.openmoviedb.com/kinopoisk-images/1599028/59260eb0-d9a0-4149-8cf0-13e37fbcb5ea/x1000,https://image.openmoviedb.com/kinopoisk-images/1599028/59260eb0-d9a0-4149-8cf0-13e37fbcb5ea/orig,"",7.7144999504089355
151,Стачка,"Историко-революционный фильм. На одном из крупнейших заводов России организовывается стачка, поводом для которой послужило самоубийство рабочего, несправедливо обвиненного администрацией завода в краже инструментов...",https://image.openmoviedb.com/kinopoisk-images/1599028/23877cea-679c-4dab-bcb2-23ecd6f95e56/x1000,https://image.openmoviedb.com/kinopoisk-images/1599028/23877cea-679c-4dab-bcb2-23ecd6f95e56/orig,https://image.openmoviedb.com/kinopoisk-ott-images/239697/2a00000162f2e21febd3251f94c7dbd629a2/orig,7.587499618530273
152,Славное будущее,"После трагической аварии школьного автобуса в городок приезжает адвокат Митчелл Стивенс. Он встречается с пострадавшими семьями, намереваясь предъявить от их имени иск к компании.
Однако, в результате выясняются определенные обстоятельства, заставившие Митчелла иначе оценить случившееся.",https://image.openmoviedb.com/kinopoisk-images/1773646/9d624c3b-240e-46a8-b040-8001917b1e2d/x1000,https://image.openmoviedb.com/kinopoisk-images/1773646/9d624c3b-240e-46a8-b040-8001917b1e2d/orig,"",7.178500175476074
153,Орфей,"Знаменитый поэт Орфей пресыщен жизнью и славой. Все меняет встреча с Принцессой Ада. Она и сама влюбляется в Орфея, а ее слуга Артебиз – в его жену Эвридику. 
Странный любовный четырехугольник обречен. Движимая запретной для нее любовью, Принцесса забирает Эвридику в царство Тьмы, а Орфей с Артебизом пускаются в погоню …",https://image.openmoviedb.com/kinopoisk-images/1946459/f6e005cc-4d11-4833-8446-e5f1071fc326/x1000,https://image.openmoviedb.com/kinopoisk-images/1946459/f6e005cc-4d11-4833-8446-e5f1071fc326/orig,"",7.908999919891357
154,Секреты Лос-Анджелеса,"Бад Уайт и Эд Эксли работают в полиции Лос-Анджелеса. Они настолько разные, что порой ненавидят друг друга. Но их объединяет общее дело — расследование массового убийства. Оба пришли в полицию, чтобы бороться со злом, и оба — по личным причинам.",https://image.openmoviedb.com/kinopoisk-images/1900788/4688a7e8-0438-496d-8b9d-fe2df63d1d41/x1000,https://image.openmoviedb.com/kinopoisk-images/1900788/4688a7e8-0438-496d-8b9d-fe2df63d1d41/orig,https://image.openmoviedb.com/kinopoisk-ott-images/239697/2a000001612cdc8654fed293d97a45da504e/orig,8.062999725341797
155,Долгое прощание,"Однажды от частного детектива Филипа Марлоу уходит кошка. В ту же ночь к Филипу является старый друг Терри Леннокс, который просит подбросить его до Тихуаны. На следующий день жену Терри находят мёртвой, а к Марлоу приходят копы.",https://image.openmoviedb.com/kinopoisk-images/1629390/2a76466c-f43a-4a8b-a5f1-8bb5b2b6ef0e/x1000,https://image.openmoviedb.com/kinopoisk-images/1629390/2a76466c-f43a-4a8b-a5f1-8bb5b2b6ef0e/orig,"",7.322999954223633
156,Цвет граната,Об армянском поэте Саят-Нове.,https://image.openmoviedb.com/kinopoisk-images/1704946/34742d26-83d1-4eef-9a11-c5f88928c428/x1000,https://image.openmoviedb.com/kinopoisk-images/1704946/34742d26-83d1-4eef-9a11-c5f88928c428/orig,https://image.openmoviedb.com/kinopoisk-ott-images/224348/2a00000162f2dfc7507f21d40fbe3e132d34/orig,7.873000144958496
173,Мистер Смит едет в Вашингтон,"Наивный идеалист Джефферсон Смит, лидер организации бойскаутов, назначен представителем в сенат. Он объединяется со старшим сенатором от своего штата, однако не подозревает, как много людей вокруг него ведут двойную игру и выполняют приказания вышестоящих. Наивный молодой сенатор сталкивается с коррупцией, грязной игрой, лживостью и ангажированностью прессы.",https://image.openmoviedb.com/kinopoisk-images/10900341/87f48e7d-db06-4fe1-9c9f-5580eb6f702d/x1000,https://image.openmoviedb.com/kinopoisk-images/10900341/87f48e7d-db06-4fe1-9c9f-5580eb6f702d/orig,https://image.openmoviedb.com/kinopoisk-ott-images/2419418/2a00000193cff1f6a1c4fbdccd4de6cae80b/orig,7.970000267028809
157,Ведьма из Блэр: Курсовая с того света,"В октябре 1994 года трое студентов-кинематографистов исчезли в лесах штата Мэриленд во время съемок документального фильма. Год спустя снятый ими материал был найден.

Они приехали в лес на Чёрных холмах, чтобы снять документальный фильм о местной легенде - Ведьме из Блэр, мучившей и убивавшей всех, кто забредал в её владения. В предании говорится о вековом проклятии, ритуальных убийствах детей, зловещих артефактах и сверхъестественных явлениях. Но не успели студенты, вооруженные 16-миллиметровой камерой, углубиться в лес, как безнадежно заблудились. Вокруг них сгущается невидимое зло.",https://image.openmoviedb.com/kinopoisk-images/1898899/1305a885-8ab9-4832-bf3e-774065f00065/x1000,https://image.openmoviedb.com/kinopoisk-images/1898899/1305a885-8ab9-4832-bf3e-774065f00065/orig,https://image.openmoviedb.com/kinopoisk-ott-images/224348/2a0000016249b85681d6cffc035d065b33e6/orig,6.513000011444092
